"jobs_title","jobs_requirement"
"Security Operations Center (SOC) Analyst","Description
The Security Operations Center Information Security Analyst will be part of the SOC Team. This center monitors, analyses and responds to infrastructure threats and vulnerabilities. SOC Analysts will be responsible for performing the day-to-day monitoring of Citi's environment, analyzing, responding to events as necessary and providing technical support.
These operations are critical since they provide Citi's first line of defense against infrastructure attacks.
Key Responsibilities:
•Analyst performs monitoring, research, assessment and analysis on Intrusion Detection and Prevention tools as well as Anomaly Detection systems, Firewalls, Antivirus systems, proxy devices which requires demonstrable security incident response experience.
•Follow pre-defined actions to handle BAU and High severity issues including escalating to other support groups. Execute daily adhoc tasks or lead small projects as needed.
•Create and maintain operational reports for Key Performance Indicators and weekly and Monthly Metrics.
Qualifications
•4+ years working in the security & operations fields.
•Bachelor's Degree or higher preferred.
•Excellent knowledge of Intrusion Detection (deep TCP/IP knowledge, and Cyber security), various operating systems (Windows/UNIX), and web technologies (focusing on Internet security).
•Experience in web development and programming languages i.e. Java, XML, Perl and HTML.
•Ability to read and understand packet level data.
•Intrusion detection and prevention and Network Security Products (IDS/IPS, firewalls, etc) Host Security Products (HIPS, AV, scanners, etc)
•Knowledge of cutting edge threats and technologies effecting Web Application vulnerabilities and recent internet threats.
•Exposure on Vulnerability assessment as well as penetration testing or forensic analysis fields are an advantage.
•A good understanding of security, web-based and infrastructure vulnerabilities is required.
•Certifications from EC-Council, GIAC, (ISC)² are preferred [CISSP, C|EH, GCIA, CCNA].
Primary Location: United States,Texas,Irving
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16012949"
"Security Operations Center (SOC) Analyst","Description
The Security Operations Center Information Security Analyst will be part of the SOC Team. This center monitors, analyses and responds to infrastructure threats and vulnerabilities. SOC Analysts will be responsible for performing the day-to-day monitoring of Citi's environment, analyzing, responding to events as necessary and providing technical support.
These operations are critical since they provide Citi's first line of defense against infrastructure attacks.
Key Responsibilities:
•Analyst performs monitoring, research, assessment and analysis on Intrusion Detection and Prevention tools as well as Anomaly Detection systems, Firewalls, Antivirus systems, proxy devices which requires demonstrable security incident response experience.
•Follow pre-defined actions to handle BAU and High severity issues including escalating to other support groups. Execute daily adhoc tasks or lead small projects as needed.
•Create and maintain operational reports for Key Performance Indicators and weekly and Monthly Metrics.
Qualifications
•4+ years working in the security & operations fields.
•Bachelor's Degree or higher preferred.
•Excellent knowledge of Intrusion Detection (deep TCP/IP knowledge, and Cyber security), various operating systems (Windows/UNIX), and web technologies (focusing on Internet security).
•Experience in web development and programming languages i.e. Java, XML, Perl and HTML.
•Ability to read and understand packet level data.
•Intrusion detection and prevention and Network Security Products (IDS/IPS, firewalls, etc) Host Security Products (HIPS, AV, scanners, etc)
•Knowledge of cutting edge threats and technologies effecting Web Application vulnerabilities and recent internet threats.
•Exposure on Vulnerability assessment as well as penetration testing or forensic analysis fields are an advantage.
•A good understanding of security, web-based and infrastructure vulnerabilities is required.
•Certifications from EC-Council, GIAC, (ISC)² are preferred [CISSP, C|EH, GCIA, CCNA].
Primary Location: United States,Texas,Irving
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16012941"
"SVP – Cyber Security Networks – Security Operations Center Infrastructure Defense – Service Manager","Description
Department Description:
The Cyber Security & Networks (CS&N) organization is responsible for the management of critical security & network infrastructure, services, and monitoring across the enterprise on a global level.
As part of CS&N, the Global Business Operations (GBO) function provides centrally-managed, shared business management services and drives strategy for Citi’s Cyber Security & Networks organization through delivery of its Core Business Services and Security Service Management offerings.
• GBO Service Management provides support for security and networks services through end-to-end business relationship management of all Citi business sectors, engineering, 3rd party vendors, and senior business and technology executive management. The organization serves to provide one point of contact to customers & stakeholders and oversight of management processes & systems, while allowing the operational functions to focus on core responsibilities. The domains include Infrastructure Defense; Security Event Monitoring & the Security Operations Center; Network & Security Build Services; Network Operations; Authentication & Host Security; Vulnerability Assessments & Ethical Hacking; Mobile Application Gateway; & Global System Log Review.
Job Description:
An extremely vital and visible leadership role within the growing Cyber / Information Security and Network Infrastructure space at Citi, the senior business manager is responsible for the service management of Citi’s Security Operations Center and Infrastructure Defense services on a global scale. Applicant must be an excellent written and verbal communicator and articulate presenter with the ability to customize delivery for all levels of management, with strong focus on building relationships with all stakeholders and fostering a collaborative environment. Ability to operate and be successful in a uniquely large and dynamic environment with constant change and need for multitasking is essential. Applicant must be able to manage and drive various complex global services in parallel, including fostering support from key players and provide sound business analysis and assessment of the operating environment to drive service consistency and maturity.
The applicant should possess the ability to build and lead an organization responsible for the following areas:
• Relationship Management: Act as central point of contact for all Citi business sectors, engineering, 3rd party vendors, and senior executive business and technology management to coordinate and/or in support of (but not limited to) strategic planning, client/business interactions and escalations, technology implementations and migrations, issue resolutions, incident/problem management representation. Provide a “white glove” type service to critical customers.
• Incident Management: Provide response coordination during production incidents and represent organization on various business forums related to the restoration, resolution, and root cause analysis of incidents.
• Client and Technology On-boarding: Oversee the end to end life cycle of technology implementation (purchasing to client follow ups) and client on-boarding onto new and existing security solutions with emphasis on time to market.
• Project Management: Design and drive large, complex projects to meet client, IS, and regulatory requirements.
• Process Management: Responsible for the engineering/re-engineering and oversight of operational and business processes and documentation while developing measurement and improvement processes to continuously drive service maturity.
• Change Management Coordination: Measuring and improving upon time to market of business requests and changes.
• Financial and Vendor Management: General oversight of the P&L budget and contracts.
• Risk, Controls and Compliance: Serve as representative to internal audit, external auditors and regulatory examiners on behalf of the area as well as responsible for oversight of the internal control environment.
• Monitoring and Reporting: Creation and management of MIS reporting and Key Performance Indicators (KPI) on operational performance, productivity and IS capabilities.
• Provide management support to the Authentication & Host Security Senior Leader.
About Citi
Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions. Citi provides consumers, corporations, governments and institutions with a broad range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management. Our core activities are safeguarding assets, lending money, making payments and accessing the capital markets on behalf of our clients.
Citi’s Mission and Value Proposition explains what we do and Citi Leadership Standards explain how we do it. Our mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress. We strive to earn and maintain our clients’ and the public’s trust by constantly adhering to the highest ethical standards and making a positive impact on the communities we serve. Our Leadership Standards is a common set of skills and expected behaviors that illustrate how our employees should work every day to be successful and strengthens our ability to execute against our strategic priorities.
Diversity is a key business imperative and a source of strength at Citi. We serve clients from every walk of life, every background and every origin. Our goal is to have our workforce reflect this same diversity at all levels. Citi has made it a priority to foster a culture where the best people want to work, where individuals are promoted based on merit, where we value and demand respect for others and where opportunities to develop to are widely available to all.
Qualifications
Job Skills/Qualifications:
• Experience in a Business Analysis, Technology Operations, Client Management and/or Project Management role is required. General knowledge/experience in the following Information Security (IS) technology frameworks is required (in-depth knowledge is a plus): ITIL Service Management and/or COBIT Frameworks, application & host security, networks, network security products, and common architectures that deliver high performance and resilient solutions (such as systematic trading environments). Computer Engineering/Science Degree is required and MBA is a plus.
Primary Location: United States,Texas,Irving
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16036471"
"ICG FX Pricing Specialist","Description
About Citi
Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions. Citi provides consumers, corporations, governments and institutions with a broad range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management. Our core activities are safeguarding assets, lending money, making payments and accessing the capital markets on behalf of our clients.
Citi’s Mission and Value Proposition explains what we do and Citi Leadership Standards explain how we do it. Our mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress. We strive to earn and maintain our clients’ and the public’s trust by constantly adhering to the highest ethical standards and making a positive impact on the communities we serve. Our Leadership Standards is a common set of skills and expected behaviors that illustrate how our employees should work every day to be successful and strengthens our ability to execute against our strategic priorities.
Diversity is a key business imperative and a source of strength at Citi. We serve clients from every walk of life, every background and every origin. Our goal is to have our workforce reflect this same diversity at all levels. Citi has made it a priority to foster a culture where the best people want to work, where individuals are promoted based on merit, where we value and demand respect for others and where opportunities to develop to are widely available to all.Job Purpose:
Citi is the leading providers of Foreign Exchange and Local Markets trading systems. We are seeking highly motivated candidates to provide Operational Support for the G10 & Local Markets FX Pricing systems and infrastructure. The candidates will form part of an elite group of specialists who will be collocated with the developers and business in the trading centres.
The candidates are expected to join a busy support group, focussing on the price generation and distribution platforms which support Citi’s award single dealer platform and associated products. The support will be delivered in-line with the Citi Markets Production Services objectives of platform stability, efficiency and operational effectiveness. Responsibilities will include partnering closely with the application development and quantitate analysts who are designing and building next generation price offering systems. We are looking for individuals who understand the software development lifecycle and feel comfortable troubleshooting at code level, conversing fluently with developers, sysadmins, infrastructure specialists and business stakeholders.
The Candidate must be able to work effectively across a diverse technology organisation, using excellent communication skills to keep partners and clients informed on technology issues.
A proven track record of delivering operational support or software development in global financial sector and knowledge of trading systems and infrastructure support is essential.
Job Background/Context:
The FXLM Production Support team works closely with Sales and Trading partners to provide excellent support services to internal and external clients. We work in partnership with application development, support partners and global technology infrastructure and engineering teams to deliver an efficient and stable platform to enable and facilitate FXLM Trading operations.
Key Responsibilities:
Partner with Application Developers to provide Operational Support for the Citi FX Pricing Platform
Work as a bridge between application development teams and infrastructure support teams, to drive platform stability
Active engagement with development and partner support teams to drive a culture of efficiency and operational excellence.
Respond to technology events and incidents in a swift and effective manner to maximise service availability
Key Relationships:
· Global / Regional production management team managers and team members
· Global / Regional development leads and their team members
· Citi’s technology /Infrastructure teams i.e. server/ hardware support, networks, storage, messaging and etc.
Development Value:
· The candidate is expected to be dynamic, flexible with a high energy level as this is a demanding and rapidly changing environment;
· The job will give exposure to a range of technologies and other technical teams;
· There will be the opportunity to work with various business teams and to expand business knowledge.
Qualifications
Knowledge/Experience:
· Experience in an application support or development environment
· Understanding of distributed computing fundamentals
· Linux expertise
· Quality orientation with a strong eye for detail.
· Process driven approach with an appreciation of industry best practice
· Strong oral and written communication skills.
· Detailed-oriented, with strong analytical skills.
· Develops and maintains effective and positive working relationship with peers and management.
· Pro-active, organised, thorough and energetic Excellent communicator, presenting to senior management level stakeholders
Technical Skills:
Linux (RedHat or other major distro)
Middleware (Tibco RV/EMS or Solace)
Time series database e.g. KDB
Scripting tools bash, perl or python
Ability to debug at code level (java)
Monitoring tools (ITRS or Nagios)
Additional Skills (preferable)
Understanding of IP networks
Ability to analyze and monitor network traffic (corvil)
Familiarity with configuration management and build tools (svn/jenkins)
Competencies:
· Drive & Determination; Demonstrates self-motivation and drive and shows determination to achieve goals
· Analysis & Problem Solving: Identifies the key issues in situations, analyses the data, recognizes the root cause of problems and generates successful solutions
· Proactivity & Initiative: Self starting. Seizes opportunities and acts upon them. Controls events by making suggestions and proposing actions. Completes tasks, projects and plans before being asked
· Building Relationships: Maintains good relationships with colleagues and builds strong professional networks. Recognises and understands the needs of others, aware of own personal style
· Innovation & Creativity: Creating new and imaginative approaches to work related issues. Questions traditional approaches and demonstrates creativity in the generation of ideas and vision
· Communication Skills: Expresses ideas effectively using a range of communication styles, skills and processes
· Influencing & Persuasiveness: Influences, convinces or impresses others in a way that results in acceptance, agreement or behavioural change
Qualifications:
· Bachelor degree in IT related subjects or relevant experience.
Primary Location: United States,New York,New York
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16028375"
"Senior Development Engineer","Description
The Global Digital Payments (GPD), under the Global Consumer Technology, leads the Digital Commerce and Payments technology efforts of Citigroup for all consumer and payments initiatives globally. The GPD works with Citi businesses, internal technology groups as well as external partners to design and deploy global technology products.
Primary Responsibilities
• Technical Lead for a set of highly talented technical resources to develop complex, high volume & scalable applications focused on Payment and Wallet space. The applications will have mobile client and server side components.
• Support implementation of mobile wallet and payment technology on a global basis
• Collaborate with multiple vendors who may provide components of the technology that will meet the end to end needs
• Lead projects that will be executed using agile methodology with dynamic team of technical, business and vendors
• Responsible for support of the technology in production on a Tier 3 basis
• Work with CTO, Information Security and other supporting organizations to deliver a robust product that meets Citi standards
Qualifications
• 5+ years of experience in development of complex software systems participating in all Phases of SDLC
• Expert level experience in J2EE, Spring Boot, TomCat Websphere and/or other Containers
• 2-4 Experience in Mobile development or Web Services SOAP/JSON
• Deep understanding of architecture patterns, experience in software architecture field
• Experience guiding and mentoring medium to large size teams in time sensitive and complex projects
• Comfortable and familiar with startup type environment with ability to deal with ambiguous and dynamic requirements
• Experience building localized, multi-tenant solutions
• 12+ months experience building software with PCF and Gemfire
• Willingness and ability to be hands on when needed with passion for software development, quality
• Excellent communication skills and ability to present and sell concepts
• Experience in a software product development adhering to product roadmaps and executing common product based solutions to multiple clients
• Agile Development experience with multiple agile projects
• Bachelor’s degree or equivalent
• Commercial development experience in financial or related industries
Optional –
• Experience building software for iOS, Android
• Expertise in Near Field communications technology and/or related fields like RFID, HCE, Tokenization, etc
Technology- PCF, Java, Spring Boot, GemFire, AWS, Micro Services, Tomcat, Objective C IOS, Android OS, Java J2EE, Websphere, Struts, Spring Framework, Spring MVC, HTML5, SOAP, XML. JSON, RestFul web services, cloud, Apim, AWS, Spring-web flow, Hibernate, Oracle, ORAS ,PAAS, IAAS
Primary Location: United States,Texas,Irving
Education: Bachelor's Degree
Job Function: Technology
Travel Time: Yes, 10 % of the Time
Job ID: 16035744"
"Senior Development Engineer","Description
The Global Digital Payments (GPD), under the Global Consumer Technology, leads the Digital Commerce and Payments technology efforts of Citigroup for all consumer and payments initiatives globally. The GPD works with Citi businesses, internal technology groups as well as external partners to design and deploy global technology products.
Primary Responsibilities
• Technical Lead for a set of highly talented technical resources to develop complex, high volume & scalable applications focused on Payment and Wallet space. The applications will have mobile client and server side components.
• Support implementation of mobile wallet and payment technology on a global basis
• Collaborate with multiple vendors who may provide components of the technology that will meet the end to end needs
• Lead projects that will be executed using agile methodology with dynamic team of technical, business and vendors
• Responsible for support of the technology in production on a Tier 3 basis
• Work with CTO, Information Security and other supporting organizations to deliver a robust product that meets Citi standards
Qualifications
• 5+ years of experience in development of complex software systems participating in all Phases of SDLC
• Expert level experience in J2EE, Spring Boot, TomCat Websphere and/or other Containers
• 2-4 Experience in Mobile development or Web Services SOAP/JSON
• Deep understanding of architecture patterns, experience in software architecture field
• Experience guiding and mentoring medium to large size teams in time sensitive and complex projects
• Comfortable and familiar with startup type environment with ability to deal with ambiguous and dynamic requirements
• Experience building localized, multi-tenant solutions
• 12+ months experience building software with PCF and Gemfire
• Willingness and ability to be hands on when needed with passion for software development, quality
• Excellent communication skills and ability to present and sell concepts
• Experience in a software product development adhering to product roadmaps and executing common product based solutions to multiple clients
• Agile Development experience with multiple agile projects
• Bachelor’s degree or equivalent
• Commercial development experience in financial or related industries
Optional –
• Experience building software for iOS, Android
• Expertise in Near Field communications technology and/or related fields like RFID, HCE, Tokenization, etc
Technology- PCF, Java, Spring Boot, GemFire, AWS, Micro Services, Tomcat, Objective C IOS, Android OS, Java J2EE, Websphere, Struts, Spring Framework, Spring MVC, HTML5, SOAP, XML. JSON, RestFul web services, cloud, Apim, AWS, Spring-web flow, Hibernate, Oracle, ORAS ,PAAS, IAAS
Primary Location: United States,Texas,Irving
Education: Bachelor's Degree
Job Function: Technology
Travel Time: Yes, 10 % of the Time
Job ID: 16035742"
"Business Planning and Analysis Senior Analyst","Description
Job Description
This job description does not constitute an offer of employment. Any offer and subsequent employment may be subject to certain terms and conditions, including a number of screening conditions such as a satisfactory criminal records bureau check.
Job Purpose:
Assist the Global TTS Client Operations Business Office team with the financial management of the business including expense, HC, productivity, investment spend and restructuring plans.
Job background/ context:
TTS Client Operations supports the movement of $3 Trillion per day across the globe for a variety of multi-nationals, governments and financial institutions in over 100 countries, and has established the largest proprietary transaction network in the industry. This unit of over 8,500 professionals and 4,000 extended workforce are responsible for supporting Cash, Trade and Cards businesses worldwide, providing an unparalleled experience post-sale across Europe, the Middle East, Africa, Asia, Latin America and North America, and is focused on supporting clients locally, regionally to create a more consistent, enhanced client experience, while maintaining pristine controls standards
Key responsibilities:
• Support the Global TTS Client Operations Management team in the development and execution of business strategy.
• Assist with budgeting, forecasting, MBRs and headcount management for CO
• Prepare analytics for tracking business performance including progress against initiatives and expenses
• Prepare weekly, monthly, quarterly and annual MIS to communicate progress against plan
• Assist in building the annual financial and business plan
• Work on the generation, collation and analysis of detailed management information for senior management including weekly, monthly and quarterly updates, business plans and transformational projects updates
• Support key business processes such as headcount and resource management.
• Manage and co-ordinate regular ad hoc requests in terms of liaison with stakeholders, tracking and reporting of progress
• Assist with development and maintenance business continuity plans for TTS.
• Drive best practices through an innovative and proactive approach to optimising processes
• Ad hoc expense inquiries and reporting
Development value:
Incumbent will learn and/or build skills in the following areas:
• Significant international exposure across geographies
• Enhances business contacts and work relationships across Operations, Product and Finance
• Exposure to management decisions and organisation control of a large business group
• Significant exposure to Senior Management Team
• Enhances understanding of the OandT organisation and its processes and provide opportunities to gain a detailed understanding of the products and functions within TTS
• Improve business management skills such as communication, planning, multi-tasking, prioritisation and time and task management and working with remote teams
Qualifications
Knowledge/ experience:
• Education: Bachelors degree or equivalent experience
• Basic understanding of TTS products
Skills:
• Intermediate to Advanced level MS Office Skills
• – specifically Excel and PowerPoint
• Strong Analytical skills
• Strong interpersonal and relationship-building skills
• Strong written and oral communication skills
• Team player
Qualifications:
• Educated to degree level
Competencies:
• Self-motivated and willingness to assume responsibility
• Propensity for detail and comprehensiveness of content
• Articulate in written and verbal communication skills
• Strong execution skills
Exceptional candidates who do not meet these criteria may be considered for the role provided they have the necessary skills and experience.
Valuing Diversity: Demonstrates an appreciation of a diverse workforce. Appreciates differences in style or perspective and uses differences to add value to decisions or actions and organisational success.
Citi is an Equal Opportunities Employer
Primary Location: Ireland,Leinster,Dublin
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16032513"
"ROHQ ESC IT Business Analyst","Description
The ESC Analytics junior analyst is responsible for the processing, production, distribution, and quality checking of supply chain related data and reports used for senior management dashboards. This involves working closely with stakeholders within and outside ESC to ensure the team's products constantly contribute to the objectives and targets of its clients. The junior analyst role requires collaborating with other analysts on site and from different locations to ensure data integrity and accuracy are maintained while sticking to the group's SLAs.
Qualifications
Work with advanced formulas and basic functions in MS Excel
Problem solving and analytical skills
Highly organized and keen attention to detail
Drives value for client
Inquisitive, self-motivated and driven to deliver results
Can work independently, as well as collaborate with others
Communicate confidently and effectively in English
Experience with P2P, BAW and eSourcing systems or their equivalent is a plus
Familiarity with SQL is a plus
Primary Location: Philippines,Central Luzon,Makati
Other Location: Asia Pacific, Europe, Middle East, and Africa; Canada
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16030296"
"Infrastructure Sr Manager ICG Service Manager","Description
Reporting directly to the Regional Head of CTI Institutional Client Group (ICG), the Service Delivery Manager for ICG will have responsibility for all aspects of Service Delivery functions for the EMEA ICG business at Citi.
The function is structured to provide hands-on management, in proximity to the technology services being managed. The functional leadership responsibilities are driving development of CTI capability and integration into key utility services to achieve 'connectedness' across CTI, sector aligned technology and the business. Infrastructure Service Delivery provides the interface between Business and Technology aligned teams into the wider, horizontal, CTI organisation. Service Delivery provides the ‘CTI organisational glue’ to ensure that all aspects of the services CTI offer are being delivered to the highest quality standards.
Service Management is aligned closely with CTI Sector Core Services team, Project and Product Management teams, whose responsibilities include the solutions, build and operate functions, Project coordination and definition of CTI products and services, delivering high quality Infrastructure services to our business and technology clients. These teams then work across the horizontal CTI shared services group to deliver end to end solutions.
Service Management responsibilities include but are not limited to: Client engagement and Relationship management, Financial and Commercial management, Infrastructure forecasting and reporting. Areas of focus will include:
· Stakeholder Management – Manage Technology and Business Client relationships to senior executive level; Delivering to stakeholders effective information and knowledge to support business decision making; Negotiation with clients/users and technical specialists in respect of incidents/emergencies resulting from Infrastructure components, alteration of services; the introduction of amendments to the provision of services and customer/client satisfaction surveys and analysis of CTI service levels.
· Service Delivery - Infrastructure forecasting; Availability management; Service risk management; New service transition; Operational Metrification and analysis; Service Stability programs.
· Financial Management – Working with CTI Finance teams coordinate and support expense management; capitalisation and depreciation; cost transparency; attribution and recovery; analytics and reporting; governance and control.·
· Process Improvements – Drive transformation programmes across CTI to improve Service Maturity and ITIL disciplines; drive service quality, process improvement and best practice across all CTI managed services.
About Citi
Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions. Citi provides consumers, corporations, governments and institutions with a broad range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management. Our core activities are safeguarding assets, lending money, making payments and accessing the capital markets on behalf of our clients.
Citi’s Mission and Value Proposition explains what we do and Citi Leadership Standards explain how we do it. Our mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress. We strive to earn and maintain our clients’ and the public’s trust by constantly adhering to the highest ethical standards and making a positive impact on the communities we serve. Our Leadership Standards is a common set of skills and expected behaviors that illustrate how our employees should work every day to be successful and strengthens our ability to execute against our strategic priorities.
Diversity is a key business imperative and a source of strength at Citi. We serve clients from every walk of life, every background and every origin. Our goal is to have our workforce reflect this same diversity at all levels. Citi has made it a priority to foster a culture where the best people want to work, where individuals are promoted based on merit, where we value and demand respect for others and where opportunities to develop to are widely available to all.
Qualifications
Knowledge/Experience:
Prior experience should include:-
- Experience in an Operational or Customer Management role in a technology-oriented enterprise environment.
- Operational experience at a regional level in a complex/matrix organisation
- A general understanding of the IT environment and related technology applications
- Successful experience managing the product life cycle, developing programs and frameworks required for the design of metrics, analytical tools, reporting for the identification of best practices – Knowledge of ITIL best practices preferred.
- Measurement of customer satisfaction and analysis of service levels
- P and L responsibilities to include oversight of high-budget projects
- Prior experience in financial services preferred; Prior experience in applications development advantageous.
- Role will require a proven ability to develop and manage relationships at all levels; demonstrated ability to coach and influence leadership in decision making; successful experience evaluating processes and standards from a strategic perspective; and effective people management.
- Exceptional candidates who do not meet these criteria may be considered for the role provided they have the necessary skills and experience.
Valuing Diversity:
Demonstrates an appreciation of a diverse workforce. Appreciates differences in style or perspective and uses differences to add value to decisions or actions and organisational success.
Citi is an Equal Opportunities Employer
Primary Location: United Kingdom,Northern Ireland,Belfast
Education: Bachelor's Degree
Job Function: Technology
Travel Time: Yes, 10 % of the Time
Job ID: 16034977"
"IS COB and Controls Analyst","Description
Vulnerability Assessment is a world class organization providing multiple vulnerability assessment services to Citi businesses and technology teams globally across all phases of the Software and Technology Development Life Cycles. Services include: Application and Infrastructure Ethical Hacks, Advanced Penetration Testing, Threat Modelling, Static Source Code Review, Vulnerability Scanning, Vulnerability Research, Vulnerability & Threat Management - Monitoring and Assessment, and Architecture Reviews. The scope of the work covers security testing across various types of systems including Citi’s most critical infrastructures, next generation technologies, and the flagship web and mobile applications that make Citi the world’s digital bank.
The VA analyst role will provide introduction within the different sub departments (Infrastructure VA, Application VA, Red Team) and hands-on experience on the following:
Infrastructure/Application/Mobile testing methodologies
Penetration testing on infrastructure, applications, mobile technologies
Automated testing/manual testing
Black Box vs White Box vs Grey Box assessments
Knowledge base maintenance
Importance of scripting and automation
Qualifications
Fresh Poly grades
Knowledge of vulnerability assessments and penetration testing (application and/or infrastructure) and articulating security issues to technical and non-technical audience
Security devices, e.g. Firewalls, VPN, AAA systems
OS Security, e.g. Unix, Linux, Windows, Cisco, etc.
Understanding of common protocols, e.g. LDAP, SMTP, DNS, Routing Protocols
Web application infrastructure, e.g. Application Servers, Web Servers, Databases
Web development and programming languages i.e. Python, Perl, Ruby, Java, and/or .Net
Reporting information security vulnerabilities to businesses
Primary Location: Singapore,Singapore,Singapore
Other Location: Asia Pacific, Europe, Middle East, and Africa, Latin America; Canada
Education: Non-Degree Program
Job Function: Technology
Travel Time: No
Job ID: 16034715"
"IS COB and Controls Analyst","Description
Security Operations Center provides 24x7 information security monitoring and analysis services to Citi’s business and business partners. SOC operates in a “follow-the-sun” operating model. SOC’s mission is to actively monitor security events through SOC security monitoring tools; accurately identify and analyse security threats from network infrastructure to web applications; provide timely response and escalation for the security incidents that have potential impact to Citi global business environment.
The SOC Analyst role provides the following development opportunities:
Learn and grow in the field of Information Security (IS) and IS technologies such as SIEM (Security Incident and Event Monitoring), IDS/IPS (Intrusion Detection System/Intrusion Prevention System), Vulnerability Assessment, Event Correlation Techniques
Perform security monitoring, research and analysis; as well as responding to events generated from Anomaly Detection Systems, Firewalls and Intrusion Detection and Prevention systems
Research new threat vectors and implement/propose countermeasures
Create and maintain operational reports using big data technology
Qualifications
Fresh Poly grades
Knowledge of Intrusion Detection (deep TCP/IP knowledge, and Cyber security), various operating systems (Windows/UNIX), and web technologies (focusing on Internet security)
Ability to read and understand packet level data. Intrusion detection and prevention and Network Security Products (IDS/IPS, firewalls, etc.) Host Security Products (HIPS, AV, scanners, etc.)
Exposure on Vulnerability assessment as well as penetration testing or forensic analysis fields are an advantage
Primary Location: Singapore,Singapore,Singapore
Other Location: Asia Pacific, Europe, Middle East, and Africa, Latin America; Canada
Education: Non-Degree Program
Job Function: Technology
Travel Time: No
Job ID: 16034716"
"Apps Dev Sr. Programmer Anlyst","Description
About
Citi
Citi,
the leading global bank, has approximately 200 million customer accounts and
does business in more than 160 countries and jurisdictions. Citi provides
consumers, corporations, governments and institutions with a broad range of
financial products and services, including consumer banking and credit,
corporate and investment banking, securities brokerage, transaction services,
and wealth management. Our core activities are safeguarding
assets, lending money, making payments and accessing the capital markets on
behalf of our clients.
Citi’s
Mission
and Value Proposition explains what we do and Citi
Leadership Standards explain
how we do it. Our mission is to serve as a trusted partner to our clients by
responsibly providing financial services that enable growth and economic
progress. We strive to earn and maintain our clients’ and the public’s trust by
constantly adhering to the highest ethical standards and making a positive
impact on the communities we serve. Our Leadership Standards is a common set of
skills and expected behaviors that illustrate how our employees should work
every day to be successful and strengthens our ability to execute against our
strategic priorities.
Diversity is
a key business imperative and a source of strength at Citi. We serve clients
from every walk of life, every background and every origin. Our goal is to have
our workforce reflect this same diversity at all levels. Citi has made it a
priority to foster a culture where the best people want to work, where
individuals are promoted based on merit, where we value and demand respect for
others and where opportunities to develop to are widely available to all.
Citi’s goal is to become the World’s Digital Bank. The North
America Internet Development team is playing a big part in making that happen.
The team is responsible for application development of all NA browser-based applications
supporting Citi Cards, Citibank, and Citi Mortgage clients. While supporting
existing application architecture, the team is embarking on new technologies
including Responsive Web Design (RWD), Platform as a Service (PaaS), Microservices,
and Web APIs. We are also on a path of fully embracing an agile development
methodology.
The Apps Dev Sr.
Programmer Analyst will be responsible for the following:
Accountable
for all phases of development process – analysis, design, construction,
testing and implementation in both waterfall and agile development
lifecycles.
Collaborate
with business partners and Business Analysis to review requirements,
ensuring they are clear, concise, and technically feasible.
Translate
requirements into innovative solutions that provide an excellent client
experience and align with Digital’s architectural roadmap.
Prepare
detailed technical designs that account for security, resiliency,
scalability, maintainability, and performance.
Code, test,
debug, implement, and support complex financial applications.
Strive for
continuous improvements of our processes, application designs, and application
execution.
Collaborate
with onshore/offshore contract resources, ensuring adherence to our processes
and standards.
Remain
abreast of emerging Digital technologies.
Qualifications
Qualifications:
5-7 years of hands–on experience developing applications using Java/J2EE and Web Services.
Experience with Java 8, Gemfire, HTML5, CSS3, javascript, and Responsive Web Design.
Experience implementing business critical, high volume, and highly available web-based applications is a must.
Experience with Test Driven Development (TDD) and testing tools such as Junit and LeanFT.
Experience with, or very knowledgeable in, cloud based development leveraging Cloud Foundry in PaaS environment.
Familiar with RTC for source control
Must be collaborative, adaptable, and have good communication skills. Prior experience working on agile teams is very desirable.
Experience in the Financial industry is a plus.
Primary Location: United States,Texas,Irving
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16035516"
"IT Project Sr. Supervisor","Description
IT Project Sr. Supervisor
Qualifications
IT Project Sr. Supervisor
Primary Location: El Salvador
Education: Bachelor's Degree
Job Function: Technology
Travel Time: Yes, 25 % of the Time
Job ID: 16021593"
